tweet,sentiment
"Today the House passed a res. I co-introduced calling for unconditional release of US citizens, residents in Iran. http://bit.ly/2uDbFdc",2
"You never know what you'll catch in the Mississippi! This catfish, know as the ""Beast,"" weighed in at over 60 lbs! http://qctimes.com/news/local/davenport-man-reels-in--pound-catfish/article_58d4857b-ffe3-5f5e-b3d2-dc41b08a851a.html",2
Only 5 (5!!) of 535 Senate and House members voted against Russian sanctions bill. Doesn’t get much more bipartisan than this,3
@SenateGOP GOP health care plan still does not address concerns of general public and makes things worse for more people.,1
"RT @Breaking911 Nashville, Tenn. Mayor Megan Barry’s son dies from apparent drug overdose http://pbs.twimg.com/media/DF_7nYyVYAAc_5O.jpg http://pbs.twimg.com/media/DF_7nVMUIAA5619.jpg",1
Momentum is building for a national women’s history museum! My legislation has more than 220 bipartisan cosponsors. http://thehill.com/homenews/house/338881-support-grows-for-smithsonian-museum-of-womens-history,3
"Franks YEA: 208 NAY 217
Laborn YEA: 235 NAY 189
Byrne YEA: 244 NAY 181
Hunter YEA: 234 NAY 190
McGovern YEA: 424 NAY 0",2
Today’s the day. #ClimateSecurityIsNationalSecurity #FY18NDAA http://pbs.twimg.com/media/DDaRapzXoAEfZjw.jpg,2
A massive iceberg just broke off of Antarctica. The Peninsula has seen warming and collapsing ice shelves. We must work for healthy oceans. https://twitter.com/Oregonian/status/885162069019983875 QT @Oregonian How big is that iceberg that just broke off Antarctica? http://bit.ly/2uiGiHh http://pbs.twimg.com/media/DEi6NdSVwAEoCP9.jpg,2
"RT @latimes Op-Ed: Single-payer healthcare for California is, in fact, very doable https://t.co/dlDvlEhe9c https://t.co/YfLpEfOaNy",2
"RT @USFWSFisheries It's #LatinoConservationWeek from July 15 to the 23rd! Learn how you can get involved: http://latinoconservationweek.com/ 
#LCW2017",2
My staff recently met with @MNSeaGrant at @UMNDuluth and learned how they're protecting Minnesota waterways from invasive species. http://pbs.twimg.com/media/DDbFiFKXUAAChy2.jpg,2
"Report: Hawley Will File Paperwork for Senate Race Friday

(Via KOLR KOZL) http://www.ozarksfirst.com/news/report-hawley-will-file-paperwork-for-senate-race-friday/782005969",2
"RT @realDonaldTrump I am asking all citizens to believe in yourselves, believe in your future, and believe, once more, in America. #AmericaFirst🇺🇸 http://pbs.twimg.com/media/DFM9fVUUIAEYtet.jpg https://video.twimg.com/amplify_video/888115486986317824/vid/640x360/5XLtCvVOpVly5H1O.mp4",2
BREAKING: House passes #HR2825 to reauthorize @DHSgov for the first time since its establishment after 9/11 http://pbs.twimg.com/media/DFMBWODXkAAdIlC.jpg,2
Looking forward to hosting a Facebook Live town hall tomorrow around 12:45pm. Tune in tomorrow and submit Q’s here: https://t.co/l191H7mPJM,3
RT @OfficialCBC @Twitter @RepRichmond @Clyburn @edworkforcedems @BobbyScott .@RepMarciaFudge is participating in our #Trumpcare @Twitter town hall on 7/26. Use the hashtag #CBCOnHealthcare to ask a question. http://pbs.twimg.com/media/DFSdg-gXsAASOcV.jpg,2
"RT @SaveLocalBiz Chairwoman .@virginiafoxx greets today's #smallbiz witnesses, Jerry Reese of @DatDogUS &amp; Mary Kennedy Thompson of @DwyerGroup. #SaveLocalBiz http://pbs.twimg.com/media/DEinV-9VYAE26c7.jpg",2
RT @AFP #China President Xi Jinping visits #Russia for talks with Vladimir Putin http://pbs.twimg.com/amplify_video_thumb/882249606821818369/img/8l0ayojzQwEImhbP.jpg https://video.twimg.com/amplify_video/882249606821818369/vid/320x180/f_kiN1WoblJ40HZm.mp4,2
RT @STEMConnector .@theodorewells &amp; @EdieSTEMConnect are introducing @LamarSmithTX21 for @AustinChamber members visiting DC today! http://pbs.twimg.com/media/DDU9H3tXsAAVBuI.jpg,2
RT @BookTV What is @RepGrothman reading this #summer? @BookTV asked just that and here's what he had to say. #summerreading #summerreadingchallenge http://pbs.twimg.com/amplify_video_thumb/885860730305744896/img/jEQdSxafRnDzA7io.jpg https://video.twimg.com/amplify_video/885860730305744896/pl/-pZPI-CfPfBPciI2.m3u8,2
FDA implementation of #SOFTWAREAct in #FDAPrecert pilot program will put latest health tech in hands of patients! https://blackburn.house.gov/news/documentsingle.aspx?DocumentID=398369,2
"@realDonaldTrump Trump Org. continues to outsource much of its product manufacturing to Bangladesh, China &amp; Mexico to make its clothing and other items.",2
"The #Senate is in session. Following leader remarks, the Senate will resume consideration of Exec. Cal. #154, the Rao nomination.",2
"Donald Trump Jr. came forward and admitted it. It’s no longer speculation. We must swiftly investigate. 
http://chicago.suntimes.com/politics/durbin-unloads-about-trump-jr-meeting-with-russian-attorney/",2
"RT @samigilkes Soon-to-be-retired @Sen_JoeManchin says he's ""proud"" to be a Dem which most of WV wouldn't say of themselves. #WVSen http://pbs.twimg.com/amplify_video_thumb/893493229357813761/img/T3q1nPzTlxSR10DP.jpg https://video.twimg.com/amplify_video/893493229357813761/vid/1280x720/fZqJsbLtZ6bje4Ci.mp4",2
Just a few of the reasons why I will be voting for the #NDAA tomorrow… http://pbs.twimg.com/media/DEpeu3FXsAQic04.jpg,2
"July is Made in America month – check out the Made in Ohio shelf in my Washington, D.C. office. See anything you recognize? #MadeInAmerica http://pbs.twimg.com/media/DFIHjS3XUAAltcP.jpg",2
"RT @FinancialCmte ""What was billed as the solution to our economic woes has done little more than create more red tape from Washington."" https://twitter.com/RepBlainePress/status/888484979621187584",1
I look forward to joining @ErinBurnett on @OutFrontCNN today at 4pm PT/7pm ET to discuss the #TrumpRussia investigation. Tune in!,3
@DSenFloor #Trumpcare would result in many Americans—especially seniors &amp; the elderly—paying thousands more in premiums for skimpier health plans.,2
"RT @AAN .@RepSteveChabot: tax reform critical for small biz because when they're ""growing &amp; expanding, so does the economy"" http://thehill.com/policy/finance/343710-gop-chairman-small-businesses-need-to-have-a-voice-in-tax-reform",2
Proudly standing with @AAMCtoday in opposition to the impending disaster known as #TrumpCare. http://pbs.twimg.com/media/DEs3PaTXgAAEWDS.jpg,1
America has the highest statutory corporate tax rate in the developed world—it's time to shift course. https://go.usa.gov/xNe4c #TaxTalk,2
"During my telephone town hall last night we asked, #TN7 responded: http://pbs.twimg.com/media/DF1EK72W0AIBioj.jpg",2
Bipartisan bill narrowly targets companies like #Backpage that knowingly engage in criminal behavior to stop this from happening. http://pbs.twimg.com/amplify_video_thumb/893179196893167620/img/OUxIdeVMwljeq_GP.jpg https://video.twimg.com/amplify_video/893179196893167620/vid/1280x720/q1eZoTTMRNXLLqdT.mp4,2
"RT @justcallmecovfe @HomefrontHugs @SenatorLeahy Thank you, unfortunately I lost all of mine in a house fire. Let me tell you, I looked good in a uniform.",2
RT @cspanwj ICYMI: Lisa Collins @CSIS discussed the U.S.'s next steps on #NorthKorea in light of the recent #ICBM launch http://cs.pn/2v2BzHh http://pbs.twimg.com/media/DGT6LTHUQAEMZAi.jpg,2
RT @KTAR923 A terminally ill Army veteran is asking for calls and texts of support: http://bit.ly/2tp1Flq,2
"After the Shelby County decision, we saw widespread voter suppression efforts that often targeted minority communities &amp; young voters.",2
"Today is #NationalSelfieDay, so I’m posting an early #tbt from my spring break reception with Iowans! https://t.co/A0B6J0798z",2
RT @LouDobbs Scaramucci new WH Comms Director despite WH advisors’ objections. #Dobbs #MAGA #TrumpTrain #DTS @POTUS http://pbs.twimg.com/ext_tw_video_thumb/888548544247767041/pu/img/V5cQOBuYhQc_p8Di.jpg https://video.twimg.com/ext_tw_video/888548544247767041/pu/vid/640x360/UHgOzeBde-udSvow.mp4,2
RT @kmbc Royals trade two minor leaguers to the White Sox for Melky Cabrera and cash considerations http://bit.ly/2vjUNva http://pbs.twimg.com/media/DGBaOTYW0AEug06.jpg,2
"The @CFPB is an invaluable ally to #consumers, and its work must continue. | #ConsumersFirst #DefendCFPB http://pbs.twimg.com/amplify_video_thumb/888060861805457409/img/2pALyZHFXdMZKZiz.jpg https://video.twimg.com/amplify_video/888060861805457409/vid/640x360/NyGjA5yF89-JKnrY.mp4",2
"I've had 6 #TownHall meetings in the first 6mos of congress. The questions aren't always easy, but I urge all my colleagues to do the same.",2
RT @RVAwonk Hot take: One can recognize that John McCain is a war hero while still acknowledging that his vote today does a disservice to our country.,2
"I've launched an exploratory committee for #TX23. Look forward to hearing concerns &amp; priorities of everyday Texans. 
http://petegallego.com/donate http://pbs.twimg.com/media/DFIqp-XU0AAgiCv.jpg",2
Americans deserve answers from the pharmaceutical industry about their aggressive marketing of opioids to consumers. http://bit.ly/2uaHyM8,1
After Ag Committee today I had to #PawsforCelebration at the @ASPCA adoption event on the hill http://pbs.twimg.com/media/DEi2mXJWsAEY56u.jpg,2
I'll be back on the radio in a few minutes - this time with @RealityCheck923 on @KTAR923. Listen LIVE: https://t.co/jFtTfEw0Pr #AZ05,2
Today: Sen. @lisamurkowski questioned @SecretaryPerry about ARPA-E funding in FY18 @ENERGY Budget Request https://t.co/bCHqVNyaDv,2
"RT @rizwanjaka Our Daughters , Pastor Michelle and Anna at Congresswoman Comstock's Young Women's Leadership event. http://pbs.twimg.com/media/DE_IAKWXcAAFnqH.jpg http://pbs.twimg.com/media/DE_IBOyXoAQ6FDr.jpg",2
We're standing up for the millions of Americans who will suffer under #Trumpcare. We must do better. #AmericaSpeaksOut http://pbs.twimg.com/media/DDWRjEHWsAE9yWi.jpg,1
"Yet another scheme: I don’t know what’s “skinny” about ripping 15 million off their health coverage
https://www.vox.com/policy-and-politics/2017/7/25/16025332/senate-health-care-bill-individual-mandate-hail-mary",1
After 7 years &amp; 7 months of writing a plan to replace ACA &amp; upend 1/5th of our economy Senate Republicans final plan is just 8 pages long...,1
"#TrumpCare will hurt New Mexicans, plain and simple. We won't stand for it. https://twitter.com/SenatorTomUdall/status/887746056624230402 QT @SenatorTomUdall .@POTUS says Obamacare is a “big lie.” It’s not—just ask these #NM families whose lives have been changed by #ACA https://youtu.be/yHxkmcu9Y40",1
"Voters in #CA49 want Rep. Issa to be a watchdog, not Trump’s lapdog! Follow us on Instagram for more updates &gt;&gt; http://dems.me/2vuCYso http://pbs.twimg.com/media/DGVhpr2UMAMyuOU.jpg",2
"Far too many Americans work two or three jobs, but can’t make ends meet. They deserve #ABetterDeal. We all deserve #ABetterDeal",1
"RT @AustinKellerman 50 minutes. 15+ topics w/ AR's reps in U.S. House #YourVoiceAR

Pt 1: http://tinyurl.com/y84nvy2q
Pt 2: http://tinyurl.com/y78y8kc7

#arpx #ARNews http://pbs.twimg.com/media/DGBqyBkVwAAq6AB.jpg",2
"#Medicare &amp; #Medicaid have helped seniors, women, children &amp; the disabled for 52 years. They must be preserved for future generations",2
Six months since taking office #Trump celebrates by threatening a Special Counsel &amp; attacking his AG. #TotallyNormal #ArticlesofImpeachement,2
The GOP's insistence of putting party over country (&amp; in this case people's LIVES) never ceases to amaze me. Disgraceful.,1
"@miamericorps If we had #Trumpcare, Kim might not have gotten life-saving surgery and prescription medication!",1
"RT @PodSaveAmerica Today on the Pod: @NancyPelosi is on to talk about Trumpcare 2.0,  the Russia investigations, and the electoral landscape. Out later today! https://t.co/TawGDREWD7",2
40% of children rely on Medicaid for health insurance. #Trumpcare would leave them out in the cold. https://t.co/nb0qJqls59,1
"This #WorldEmojiDay, we update YOU on our agenda for the week with #emojis http://pbs.twimg.com/ext_tw_video_thumb/886999409275416576/pu/img/eFYrhki-P9qze46x.jpg https://video.twimg.com/ext_tw_video/886999409275416576/pu/vid/370x360/SS4RI38zD4FOYBbo.mp4",2
"The House is not slowing down on #healthcare reforms → 
http://www.speaker.gov/general/more-health-care-reforms-week",2
#NationalDanceDay2017 tmrw from 2-10pm at @kencen. Come dance with us! Watch highlights from the 2016 celebration: http://www.kennedy-center.org/video/index/A96207,2
"RT @MLevineReports Lest there be any doubt what ""national security"" oversight &amp; news coverage are both trying to protect... #NATSECforum https://t.co/pVau55wj87",2
Speaking LIVE on the Senate floor now about Senate Republicans' disastrous health care plan. Watch: https://www.facebook.com/senbennetco/videos/10155583266552733/,1
Did you know that members of the public can speak at MTA meetings? More information here: http://bit.ly/2tubX4M,2
Don't forget to check us out on @Instagram at @RepBrianHiggins https://www.instagram.com/repbrianhiggins/,2
General debate has concluded on H.R. 2910 and is now proceeding with 10 minutes of debate on @nikiinthehouse Amendment,2
Answer Man: What is the history of the old stone buildings along and near Haseltine Road? http://www.news-leader.com/story/news/local/ozarks/2017/07/19/answer-man-what-history-old-stone-buildings-along-and-near-haseltine-road/480899001/ via @springfieldNL,2
The American public has a right to know if their #healthcare costs are going to go up because of the actions of my Republican colleagues,2
Have a minute? Watch my weekly message for a quick update from the Senate: https://www.youtube.com/watch?v=QZShemke6kE&feature=youtu.be,2
We are voting now. The first vote is a 15 minute vote on Ordering the Previous Question on H. Res. 396,2
"By inserting $$$ for Trump’s border wall in Defense bill, House GOP is politicizing nat sec. Today I urged them to remove it. #FlaPol #FL07 http://pbs.twimg.com/amplify_video_thumb/890629257352839168/img/1Z4SiRwVClj4ukc_.jpg https://video.twimg.com/amplify_video/890629257352839168/pl/uxENI82qNyHuajrU.m3u8",2
"In case you missed it, we are making some important strides in bipartisan fashion for our veterans: https://sen.gov/isakson/Q1NR.",3
Joined #Flight3407 families in Washington today to call for their hard fought safety reforms to be included in the FAA re-authorization bill http://pbs.twimg.com/media/DDVxOVoWsAAvnJm.jpg,2
Gathering support for letter to House leaders. Let’s vote &amp; bring #CharlieGard to US to continue his fight for life: http://goo.gl/EgpGW6,2
Takeaway after reading #GOPBudget: huge tax cuts for ulra-wealthy &amp; big corporations at the expense of everyone and everything else. http://pbs.twimg.com/media/DFCVk45XkAE-ZEh.jpg,2
Spread the word: My staff will host a Constituent Services Workshop for Korean speakers this Saturday in Irvine! http://pbs.twimg.com/media/DFIGsZaXkAAGNlL.png,2
"RM Pallone called for an investigation into Sec Perry's possible misuse of taxpayer $$ in advocating for ACA repeal.
https://democrats-energycommerce.house.gov/newsroom/press-releases/pallone-requests-investigation-into-secretary-perry-s-potential-misuse-of",2
"Stories keep changing, list of Trump team w/ ties to Russia keeps expanding. Time for independent commission to investigate #TrumpRussia",2
I am about to call in to @WTAW1620 to give a Washington update. Tune in or listen online http://wtaw.com/,2
"@Transport included my provision addressing overbooked flights in FAA reform legislation this week. 

https://dunn.house.gov/media/press-releases/transportation-committee-adopts-dunn-provision-stop-involuntary-de-boarding",2
RT @WhiteHouse Watch LIVE as President Trump participates in an event with small businesses: http://45.wh.gov/6UXH1T http://pbs.twimg.com/media/DGKq5D1U0AAigOO.jpg,2
"RT @CBSNews Over past month, ""it has been hard to detect what Spicer has been doing on behalf of the messaging for this president,"" @MajorCBS reports. http://pbs.twimg.com/ext_tw_video_thumb/888431403813097476/pu/img/2JGdaCvZpeI8g2I3.jpg https://video.twimg.com/ext_tw_video/888431403813097476/pu/vid/640x360/IhirwYyEs5Fu64Ll.mp4",2
This Atlantic article explains how foreign nations exploit our laws to influence US policy http://pbs.twimg.com/media/DFq4bwyXkAAwaMz.jpg,1
Is @SecretaryZinke deciding the future of our #publiclands by pulling names out of a hat? #MonumentsForAll http://bit.ly/2uXlhPy http://pbs.twimg.com/media/DEphLOeWAAAmVdq.jpg,2
RT @BuzzFeedNews This groom proposed to his bride in preschool and 20 years later the two got married 💍❤️ http://pbs.twimg.com/media/DEGAG_ZUwAAUAPW.jpg https://video.twimg.com/amplify_video/883127538217766913/vid/720x720/aF7nULEzqKfWviKd.mp4,2
Tune in to @wgbh @wgbhnews at 7 PM for my interview with @jimbraude on @GreaterBoston. Live stream available online: http://news.wgbh.org/2016/05/27/local-news/greater-boston-and-beat-press-live-stream,2
RT @VassyBamba If you're trying to wrap your head around #FightFor15 listen to: https://itun.es/us/Feyh5.c?i=1000389228307 @keithellison http://pbs.twimg.com/media/DDXvkhjXoAEhxUa.jpg,2
"BREAKING: @RepCummings Statement on Email chain between Donald #Trump Jr. &amp; #Goldstone. ""We must investigate"" https://medium.com/oversightdems/meeting-between-trump-aides-and-russian-lawyer-a10a4deaa43e",2
Owning a home is central to the American Dream. That’s why I introduced legislation to ease the burden on first-time and rural homebuyers. http://pbs.twimg.com/ext_tw_video_thumb/885955013360717825/pu/img/GsECs7Q1blsU-VUv.jpg https://video.twimg.com/ext_tw_video/885955013360717825/pu/vid/1280x720/p9D5Fay9Y93NOarj.mp4,2
I ran into John McCain as we walked underground to the Senate for the final vote. Someday I'll get to tell my grandkids what he said to me.,2
"Central Coast lost over $13m last year in crops due to labor shortage. ""#BlueCard"" bill gives farmworkers opportunity to come out of shadows",2
@Vikings @StarTribune And I took time to explain art of running routes to tight end Kyle Rudolph during annual trip with my son to @Vikings training camp. http://pbs.twimg.com/media/DGZ8YxDWAAAoqBj.jpg,2
#Trumpcare won’t save lives. But it will steal from Medicaid – which our children and seniors depend on. #ProtectOurCare,1
RT @JuanRosa_NYC @RepEspaillat reminds us that housing is a human right for all families #TenantMarch against $7.5B #TrumpCuts to housing #DerechoATecho http://pbs.twimg.com/media/DEjOgizXYAANUXX.jpg,2
"RT @GabRosenberg Ships exporting Iranian oil go dark, raising sanctions red flags https://www.wsj.com/articles/ships-exporting-iranian-oil-go-dark-raising-sanctions-red-flags-1499333402",2
RT @RepWilson Middle class &amp; working Americans deserve a government that works for them. #ABetterDeal http://pbs.twimg.com/media/DFhFvtPXoAAYjXz.jpg,2
"After Muslim Ban was signed, I rushed to LAX. When I tried to get answers, DHS hung up on me, in front of reporters. This explains why https://twitter.com/woodruffbets/status/892913379245010944 QT @woodruffbets New tonight: FOIA'd docs show DHS officials directed subordinates not to talk to members of Congress  
http://www.thedailybeast.com/border-patrol-ordered-to-block-congressmen-during-travel-ban",1
ICYMI: how NH's @SenatorHassan got her start in politics &amp; why role models matter via @ELLEmagazine http://www.elle.com/culture/career-politics/news/a47128/maggie-hassan-interview-americans-with-disabilities/,2
#ICYMI: @RepMimiWalters discusses need for nuclear spent fuel storage site in @ocregister &gt;&gt; http://bit.ly/2u2vyvf,2
RT @NATCA Will #ATCreform that moves ATC out of FAA give airlines too much power? @NATCAevp Trish Gilbert answers. https://www.youtube.com/watch?v=6eWVruoL2fo,2
"RT @washingtonpost As Donald Trump was sworn in, at least 11 ships with Ivanka Trump-branded apparel were headed to the U.S. http://wapo.st/ivanka-inc http://pbs.twimg.com/media/DEs8dG3XkAIpBBA.jpg",2
"Sad. Shocking. Malevolent. Leaders should appeal to the best in us. That goes triple when it comes to setting examples for younger Americans https://twitter.com/CillizzaCNN/status/889841600712540160 QT @CillizzaCNN If you missed Trump's speech to the Boy Scouts last night, you shouldn't

http://www.cnn.com/2017/07/25/politics/donald-trump-boy-scouts-speech/index.html http://pbs.twimg.com/tweet_video_thumb/DFlaNN4UwAA8QSU.jpg https://video.twimg.com/tweet_video/DFlaNN4UwAA8QSU.mp4",1
"RT @SierraClub .@dallasnews editorial board: ""Scott Pruitt's EPA has spun out of control"" http://sc.org/2sH2fj6",1
"RT @eastbaycitizen .@RepRoKhanna says last night's defeat of the GOP #SkinnyRepeal ""is another powerful example of democracy at work."" #CA17",2
"RT @MichaelSkolnik Eleven personal trips this year by Trump to Mar-A-Lago: $29 million

Medical services for transgender people in the military: $8.4 million",2
.@OregonSOS Richardson should follow the lead of other SOSs &amp; not send Oregonians’ voter data to Kobach's commission http://thehill.com/blogs/blog-briefing-room/news/340192-state-officials-refuse-to-turn-over-voter-roll-data-to-trump,2
"If it wasn’t for the ACA, Baby E would have reached her maximum lifetime coverage by 3 months. Hear her story: https://www.youtube.com/watch?v=9pSb6Xtk2mk&feature=youtu http://pbs.twimg.com/media/DDV97bxXsAAVEgx.jpg",2
"RT @Breaking911 BREAKING PHOTO: GUNMAN AT BRONX HOSPITAL ID'D BY NYPD AS DR HENRY BELLO, FORMER EMPLOYEE AT HOSPITAL- MORE INFO HERE http://breaking911.com/breaking-nyc-multiple-people-shot-inside-bronx-lebanon-hospital/ http://pbs.twimg.com/media/DDl-qZmXYAAH8H1.jpg",2
"USCG responds to TransportDems inquiry, will maintain public access on the Potomac River when POTUS goes golfing. http://democrats.transportation.house.gov/news/in-the-news/coast-guard-confirms-changes-accommodate-public-new-security-plan-potomac-river",2
"RT @csmonitor In brief visit, Tillerson changes the conversation on Ukraine http://trib.al/5N92pzG http://pbs.twimg.com/media/DFc1YRPWsAET-j0.jpg",2
.@TUCAENS: The Second Morrill Act served the educational needs of African American communities &amp; established the #1890LandGrant Universities,2
GA &amp; SC races last night show Dems will not flip 80 seats next Nov. But Dems are on track to flip 40 based on surge in Democratic turnout.,2
RT @Interior Granite towers &amp; house-sized boulders at City of Rocks National Reserve in #Idaho http://pbs.twimg.com/media/DDVkC_EXsAAWQG7.jpg,2
"Mary from Palo Cedro is absolutely right: Cadiz project would threaten California’s desert, drain vital aquifers. http://desert.sn/2uvRO1p http://pbs.twimg.com/media/DE9FvzfXcAIezAO.jpg",2
.@chelliepingree offers amendment to prohibit massive reorganizations of Interior agencies without consulting Congress,2
".@CAFarmBureau: Due to CA's unique geography, microclimates, &amp; water resources, we're the U.S.'s largest #ag production &amp; exporting state.",2
"BREAKING: After months of shutting out the American people, McConnell finally releases his health care bill text. Simply put—it's sickening. http://pbs.twimg.com/media/DEoKTQQW0AYy5B2.jpg",1
Georgia leads the nation in many areas - but human trafficking should not be one of them. https://loudermilk.house.gov/news/documentsingle.aspx?DocumentID=1140 http://pbs.twimg.com/media/DEkRBMbXYAINKCB.jpg,1
My statement on the failure of @SenateGOP's latest health care repeal bill → http://pbs.twimg.com/media/DFBRGbsWsAA9E0m.jpg,2
"The #2 Senate Republican calls even knowing what healthcare bill the Senate will vote on a ""luxury we don't have."" 

This is not normal. https://twitter.com/kelsey_snell/status/888096683854311425 QT @kelsey_snell ""That's a luxury we don't have"" -@JohnCornyn when asked ""don't some people want to know the plan before they vote"" on health care.",2
RT @betsy_klein .@tedcruz advocates for space-based missile defense in Washington Post op-ed on North Korea https://www.washingtonpost.com/opinions/how-to-degrade-the-growing-power-of-north-korea/2017/08/01/64843812-7609-11e7-8839-ec48ec4cae25_story.html?utm_term=.d66676326646,2
Trump administration unveils new Iran sanctions http://thehill.com/policy/national-security/342505-us-hits-iran-with-new-sanctions-over-ballistic-missiles,2
.@GIWPS's @MelanneVerveer testifies 10amET at hearing on empowering women in the developing world https://foreignaffairs.house.gov/hearing/hearing-beyond-microfinance-empowering-women-developing-world,2
Bees contribute over $20 billion to the U.S. economy and $217 billion to the global economy. We must take action to #SaveTheBees https://t.co/xrwapPNfWg,2
@NancyPelosi @HouseDemocrats Rep. @BillPascrell: “We have a duty to the American people.” Why cant @HouseGOP realize? #WakeUpGOP,2
@sjl4hrc claims victory for Democrats. Never been so close. Keep our eyes on prize in 2018. Battle to the end for the people #dnc2017 #Dems,2
"I #StandWithPP because over half of their centers are in medically underserved areas– if defunded, 15% of ppl in those areas would lose care",2
#America must regain its leadership in #aviation.  To do that we need to #reform the #FAA.  The #21AIRRact is the answer http://pbs.twimg.com/amplify_video_thumb/879694111263117316/img/Zi6RuE7suV18iCSK.jpg https://video.twimg.com/amplify_video/879694111263117316/vid/1280x720/rmR3Xkdz0yHYjX70.mp4,2
RT @willscharf Every one of Toyota's US plants is in a Right to Work state. How much do you want to bet their next one will be too? https://www.wsj.com/articles/toyota-mazda-to-build-1-6-billion-plant-in-u-s-in-joint-venture-1501800299,2
Condeno arrestos d @leopoldolopez y @alcaldeledezma a medianoche. #Maduro es un cobarde q solo quiere silenciar voces d #libertad #Venezuela,2
Dems suddenly scrambling to come up with ObamaCare fix - Fox News https://apple.news/AuVBGLMYMTX2o3CehBSK6WA,2
Riding in style with Mayor Martin in Templeton's first annual #IndependenceDay parade! http://pbs.twimg.com/media/DD7DaoRV0AA-2_G.jpg,3
"When it comes to fiscal responsibility, I know how rural Oklahomans feel. We need to pass a Balanced Budget Amendment! #BBA #OK02 #OK2 http://pbs.twimg.com/media/DFNGzxNUQAAFl7k.png",2
Pleased with @EPA @EPAScottPruitt decision to stop #Obama's overreaching #WOTUS rule: http://bit.ly/2seVjtc,3
"RT @MSNBC House Dem. on Trump &amp; Russia: This is unraveling very, very fast: http://on.msnbc.com/2ua0k61 http://pbs.twimg.com/media/DEdgcWLXUAErboG.jpg",2
RT @CNNSitRoom Democrat Rep. @JoaquinCastrotx: Its inappropriate for POTUS to try to dictate terms of Russia probe http://snpy.tv/2gOi3Lh,1
"RT @MortonOWH .@Sasse says Reps on path to pass no meaningful bill or one that “attempts to prop up much of the crumbling Obamacare structures."" https://twitter.com/MortonOWH/status/880737457985265664",1
"When it comes to #NorthKorea, all options are on the table. http://pbs.twimg.com/media/DDlmqtmXgAAzq4M.jpg https://video.twimg.com/amplify_video/880847699817500672/vid/318x180/mYt7tLLyaYlYSmR6.mp4",2
RT @DanaPerino The Missile Defense Imperative - editorial in WSJ about @SenDanSullivan bill to protect USA from NK weapons.  https://t.co/Qfpa3hYtTd,2
"RT @UKinUSA Being British in America today.

#FourthOfJuly http://pbs.twimg.com/tweet_video_thumb/DD5LWXpXYAEXegB.jpg https://video.twimg.com/tweet_video/DD5LWXpXYAEXegB.mp4",2
@RepCummings However #SecretService explained #Trump Jr wasn't a protectee in 06/16.  And wouldn't have screened anyone he was meeting with at that time.,2
Grateful to speak to legislators from South Korea &amp; Japan about the threat from North Korea &amp; to discuss my #FY18NDAA amendment. http://pbs.twimg.com/media/DEoIJZnWsAAP3Kn.jpg,2
Joined our historical and science community this AM for the Historical Marker Dedication at Observatory Park at The Turner Farm in GF. #VA10 https://t.co/UmSS2H2boH,2
"We now know the denials of contacts with Russians that we've heard during the campaign, transition &amp; administration are all patently false.",1
Big news from @Midcontinent at @1MillionCupsND w/ @DougBurgum this morning: gigabit internet coming to #Bismarck area.,2
"At 4PM CST will talk about the #BorderAdjustmentTax, #healthcare &amp; the #CBO with Arthur Laffer on the @seanhannity show!",2
RT @StateDept Secretary Tillerson delivers remarks at the 2017 Trafficking in Persons Report Launch Ceremony. #EndTrafficking http://pbs.twimg.com/media/DDVleDWU0AAALWM.jpg https://video.twimg.com/amplify_video/879719046022811648/vid/320x180/Y7n6VwlQUGo3Xd9B.mp4,2
".@ahahospitals: ""We urge the Senate to go back to the drawing board &amp; develop leg. that continues to provide coverage to all Americans.""",2
Mississippi’s @Taylor_Machine Works represented the state at the White House's #MadeInAmericaWeek proclamation ceremony w/ @realDonaldTrump. http://pbs.twimg.com/media/DE-B59zXgAEnWpj.jpg http://pbs.twimg.com/media/DE-B7M8XsAAe2VY.jpg http://pbs.twimg.com/media/DE-B8rCXcAE34Oh.jpg,2
$12 million in overdue government payments returned and counting! http://pbs.twimg.com/media/DEEi12dWsAM5y5m.png,2
Told @CBSMiami that any plan related to #healthcare should be a bipartisan plan that responds to the needs of our community https://t.co/eznAb3Lqqe,2
"RT @AriBerman 1. Russian election hacking

2. Gutting of Voting Rights Act

3. Nationwide voter suppression

This is how democracy dies",2
Let’s close the skills gap and put more Americans to work in family-sustaining jobs. #WhyCTE #LearntoEarn #SkillsBasedEd https://t.co/gLcmsJJ62p,2
.@SenateGOP's new version of #Trumpcare still imposes caps on coverage &amp; makes #healthcare far less affordable for all - including seniors. http://pbs.twimg.com/media/DE9wylRWAAAsUY5.jpg,1
Proud to lead the fight against #BRAC in #FY18NDAA and pleased to see the House reject the amendment to strike the prohibition today.,2
RT @ParkerMolloy You know what doesn't get talked about nearly enough? How passing the ACA enabled people to quit day jobs and start their own businesses.,2
"Our community’s advocacy has paid off today, with the Ag approps bill containing full funding for Peoria's Ag lab: https://goo.gl/uvK7JV",2
My NOPE act holds Congress accountable to the American people. Learn more: http://bit.ly/2ngxPl7 http://pbs.twimg.com/media/DF2UYzMXcAEpFSz.jpg,2
